Ligands HGNC,Receptors HGNC,Supports,id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
CD47,SIRPA,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/23602662'>23602662</a>,,Q08722,P78324,CD47_HUMAN,SHPS1_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CD47-SIRPA,,Ligand-Receptor,
CD47,SIRPG,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15294972'>15294972</a>,,Q08722,Q9P1W8,CD47_HUMAN,SIRPG_HUMAN,curated,PMID:15294972,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CD47-SIRPG,,Ligand-Receptor,
,,,,P12830,integrin_a2b1_complex,CADH1_HUMAN,,curated,PMID:12392763,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CDH1-ITGA2+ITGB1,Adhesion by Cadherin,Adhesion-Adhesion,
,,,,P12830,Q96E93,CADH1_HUMAN,KLRG1_HUMAN,curated,PMC3030123,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CDH1-KLRG1,Adhesion by Cadherin,Ligand-Receptor,
,,,,P13688,Q9NNX6,CEAM1_HUMAN,CD209_HUMAN,curated,PMID:16282604;PMID:16246332,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM1-CD209,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P13688,P40199,CEAM1_HUMAN,CEAM6_HUMAN,curated,PMID:21982860,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM1-CEACAM6,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P13688,P31997,CEAM1_HUMAN,CEAM8_HUMAN,curated,PMID:24743304,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM1-CEACAM8,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P13688,P16581,CEAM1_HUMAN,LYAM2_HUMAN,curated,PMID:1378450,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM1-SELE,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P06731,P15813,CEAM5_HUMAN,CD1D_HUMAN,curated,PMID:24104458,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM5-CD1D,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P06731,P01732,CEAM5_HUMAN,CD8A_HUMAN,curated,PMID:24104458,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM5-CD8A,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P06731,P13688,CEAM5_HUMAN,CEAM1_HUMAN,curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM5-CEACAM1,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P40199,P40199,CEAM6_HUMAN,CEAM6_HUMAN,curated,PMID:11590190,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM6-CEACAM6,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P31997,P40199,CEAM8_HUMAN,CEAM6_HUMAN,curated,PMID:11590190,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CEACAM8-CEACAM6,Adhesion by CEAM,Adhesion-Adhesion,
,,,,P05362,P20701,ICAM1_HUMAN,ITAL_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-ITGAL,Adhesion by ICAM,Ligand-Receptor,
,,,,P05362,integrin_aXb2_complex,ICAM1_HUMAN,,curated,PMID:16252253,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-ITGAX+ITGB2,Adhesion by ICAM,Ligand-Receptor,
,,,,P05362,P16150,ICAM1_HUMAN,LEUK_HUMAN,curated,PMID:1683685,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-SPN,Adhesion by ICAM,Adhesion-Adhesion,
,,,,P32942,Q9H2X3,ICAM3_HUMAN,CLC4M_HUMAN,curated,PMID:15795245,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM3-CLEC4M,Adhesion by ICAM,Ligand-Receptor,
,,,,P57087,integrin_a4b1_complex,JAM2_HUMAN,,curated,PMID:12070135,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAM2-ITGA4+ITGB1,Adhesion by JAM,Adhesion-Adhesion,
,,,,Q9BX67,integrin_aMb2_complex,JAM3_HUMAN,,curated,PMID:16118203;PMC2194005,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAM3-ITGAM+ITGB2,Adhesion by JAM,Adhesion-Adhesion,
,,,,P32004,integrin_a5b1_complex,L1CAM_HUMAN,,curated,PMC2120661,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,L1CAM-ITGA5+ITGB1,Adhesion by L1CAM,Ligand-Receptor,
,,,,P32004,integrin_aVb3_complex,L1CAM_HUMAN,,curated,PMID:9396761,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,L1CAM-ITGAV+ITGB3,Adhesion by L1CAM,Ligand-Receptor,
,,,,P10451,integrin_a4b1_complex,OSTP_HUMAN,,curated,PMID:1830891;PMID:8970045,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SPP1-ITGA4+ITGB1,Adhesion by Osteopontin,Ligand-Receptor,
,,,,P10451,integrin_a9b1_complex,OSTP_HUMAN,,curated,PMID:1830891;PMID:8970045,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SPP1-ITGA9+ITGB1,Adhesion by Osteopontin,Ligand-Receptor,
,,,,P10451,integrin_aVb3_complex,OSTP_HUMAN,,curated,PMID:24442579,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SPP1-ITGAV+ITGB3,Adhesion by Osteopontin,Ligand-Receptor,
,,,,Q9Y624,integrin_aLb2_complex,JAM1_HUMAN,,curated,PMID:11812992;PMID:15528364,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,F11R-ITGAL+ITGB2,Adhesion by Prothrombin,Ligand-Receptor,
,,,,P19320,integrin_a4b1_complex,VCAM1_HUMAN,,curated,PMC4368157,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VCAM1-ITGA4+ITGB1,Adhesion by VCAM,Ligand-Receptor,
,,,,P05067,P04233,A4_HUMAN,HG2A_HUMAN,curated,PMID:19849849,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,APP-CD74,Signaling by Amyloid-beta precursor protein,Ligand-Receptor,
,,,,Corticosterone_byCYP11B1,P08235,,MCR_HUMAN,curated,uniprot;PMID:3037703,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,CYP11B1-NR3C2,Signaling by Steroids,Ligand-Receptor,
,,,,BMP9_BMP15,BMPR1B_BMPR2_ACVR1B,,,curated,PMID:1218020110,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,BMP15+GDF2-ACVR1B+BMPR1B+BMPR2,Signaling by BMP,Ligand-Receptor,
,,,,P12643,BMR1A_ACR2A,BMP2_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP2-ACVR2A+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P12643,BMR1B_AVR2A,BMP2_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP2-ACVR2A+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P12643,BMR1A_AVR2B,BMP2_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP2-ACVR2B+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P12643,BMR1B_AVR2B,BMP2_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP2-ACVR2B+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P12644,BMR1A_ACR2A,BMP4_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP4-ACVR2A+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P12644,BMR1B_AVR2A,BMP4_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP4-ACVR2A+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P12644,BMR1A_AVR2B,BMP4_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP4-ACVR2B+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P12644,BMR1B_AVR2B,BMP4_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP4-ACVR2B+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P22003,ACVR_1A2A_receptor,BMP5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP5-ACVR1+ACVR2A,Signaling by BMP,Ligand-Receptor,
,,,,P22003,ACVR_1A2B_receptor,BMP5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP5-ACVR1+ACVR2B,Signaling by BMP,Ligand-Receptor,
,,,,P22003,BMR1A_ACR2A,BMP5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP5-ACVR2A+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P22003,BMR1B_AVR2A,BMP5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP5-ACVR2A+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P22003,BMR1A_AVR2B,BMP5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP5-ACVR2B+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P22003,BMR1B_AVR2B,BMP5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP5-ACVR2B+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P22004,ACVR_1A2A_receptor,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP6-ACVR1+ACVR2A,Signaling by BMP,Ligand-Receptor,
,,,,P22004,ACVR_1A2B_receptor,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP6-ACVR1+ACVR2B,Signaling by BMP,Ligand-Receptor,
,,,,P22004,BMR1A_ACR2A,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP6-ACVR2A+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P22004,BMR1B_AVR2A,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP6-ACVR2A+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P22004,BMR1A_AVR2B,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP6-ACVR2B+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P22004,BMR1B_AVR2B,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP6-ACVR2B+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P18075,ACVR_1A2A_receptor,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP7-ACVR1+ACVR2A,Signaling by BMP,Ligand-Receptor,
,,,,P18075,ACVR_1A2B_receptor,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP7-ACVR1+ACVR2B,Signaling by BMP,Ligand-Receptor,
,,,,P18075,BMR1A_ACR2A,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP7-ACVR2A+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P18075,BMR1B_AVR2A,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP7-ACVR2A+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,P18075,BMR1A_AVR2B,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP7-ACVR2B+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,P18075,BMR1B_AVR2B,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP7-ACVR2B+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,Q7Z5Y6,ACVR_1A2A_receptor,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP8A-ACVR1+ACVR2A,Signaling by BMP,Ligand-Receptor,
,,,,Q7Z5Y6,ACVR_1A2B_receptor,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP8A-ACVR1+ACVR2B,Signaling by BMP,Ligand-Receptor,
,,,,Q7Z5Y6,BMR1A_ACR2A,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP8A-ACVR2A+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,Q7Z5Y6,BMR1B_AVR2A,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP8A-ACVR2A+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,Q7Z5Y6,BMR1A_AVR2B,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP8A-ACVR2B+BMPR1A,Signaling by BMP,Ligand-Receptor,
,,,,Q7Z5Y6,BMR1B_AVR2B,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,BMP8A-ACVR2B+BMPR1B,Signaling by BMP,Ligand-Receptor,
,,,,O94985,Q9ULB1,CSTN1_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN1-NRXN1,Signaling by Calsyntenin,Ligand-Receptor,
,,,,O94985,P58401,CSTN1_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN1-NRXN2,Signaling by Calsyntenin,Ligand-Receptor,
,,,,O94985,Q9HDB5,CSTN1_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN1-NRXN3,Signaling by Calsyntenin,Ligand-Receptor,
,,,,Q9H4D0,Q9ULB1,CSTN2_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN2-NRXN1,Signaling by Calsyntenin,Ligand-Receptor,
,,,,Q9H4D0,P58401,CSTN2_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN2-NRXN2,Signaling by Calsyntenin,Ligand-Receptor,
,,,,Q9H4D0,Q9HDB5,CSTN2_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN2-NRXN3,Signaling by Calsyntenin,Ligand-Receptor,
,,,,Q9BQT9,Q9ULB1,CSTN3_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN3-NRXN1,Signaling by Calsyntenin,Ligand-Receptor,
,,,,Q9BQT9,P58401,CSTN3_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN3-NRXN2,Signaling by Calsyntenin,Ligand-Receptor,
,,,,Q9BQT9,Q9HDB5,CSTN3_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,CLSTN3-NRXN3,Signaling by Calsyntenin,Ligand-Receptor,
,,,,P78423,P49238,X3CL1_HUMAN,CX3C1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CX3CL1-CX3CR1,Signaling by Chemokines,Ligand-Receptor,
,,,,P02778,P49682,CXL10_HUMAN,CXCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL10-CXCR3,Signaling by Chemokines,Ligand-Receptor,
,,,,P02778,P27487,CXL10_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL10-DPP4,Signaling by Chemokines,Ligand-Receptor,
,,,,O14625,P49682,CXL11_HUMAN,CXCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL11-CXCR3,Signaling by Chemokines,Ligand-Receptor,
,,,,O14625,P27487,CXL11_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL11-DPP4,Signaling by Chemokines,Ligand-Receptor,
,,,,O43927,Q9NPB9,CXL13_HUMAN,ACKR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL13-ACKR4,Signaling by Chemokines,Ligand-Receptor,
,,,,O43927,P32302,CXL13_HUMAN,CXCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL13-CXCR5,Signaling by Chemokines,Ligand-Receptor,
,,,,O95715,P61073,CXL14_HUMAN,CXCR4_HUMAN,curated,PMID:32212206,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,CXCL14-CXCR4,Signaling by Chemokines,Ligand-Receptor,
,,,,Cholesterol_byCEL,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,CEL-RORA,Signaling by Cholesterol,Ligand-Receptor,
,,,,Cholesterol_byLIPA,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,LIPA-RORA,Signaling by Cholesterol,Ligand-Receptor,
,,,,Cholesterol_byDHCR24,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,DHCR24-RORA,Signaling by Cholesterol/Desmosterol,Ligand-Receptor,
,,,,Cholesterol_byDHCR7,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,DHCR7-RORA,Signaling by Cholesterol/Desmosterol,Ligand-Receptor,
,,,,Dehydroepiandrosterone_bySTS,Q07869,,PPARA_HUMAN,curated,HMRbase;PMID:18079279,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,UBASH3B-PPARA,Signaling by Dehydroepiandrosterone,Ligand-Receptor,
,,,,P06734,integrin_aMb2_complex,FCER2_HUMAN,,curated,PMID:7621072;PMID:8745401,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FCER2-ITGAM+ITGB2,Signaling by FC receptor,Receptor-Receptor,
,,,,P06734,integrin_aVb3_complex,FCER2_HUMAN,,curated,PMID:10037797,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FCER2-ITGAV+ITGB3,Signaling by FC receptor,Receptor-Receptor,
,,,,P06734,integrin_aXb2_complex,FCER2_HUMAN,,curated,PMID:7621072,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FCER2-ITGAX+ITGB2,Signaling by FC receptor,Receptor-Receptor,
,,,,Q9NZU1,O94910,FLRT1_HUMAN,AGRL1_HUMAN,curated,PMID:29100073;PMID:31354411,True,JCranley,,,,,,CellPhoneDBcore4.1,FLRT1-ADGRL1,Signaling by Fibronectin,Ligand-Receptor,
,,,,Q9NZU1,Q9HAR2,FLRT1_HUMAN,AGRL3_HUMAN,curated,PMID:29100073;PMID:31354411,True,JCranley,,,,,,CellPhoneDBcore4.1,FLRT1-ADGRL3,Signaling by Fibronectin,Ligand-Receptor,
,,,,O43155,O94910,FLRT2_HUMAN,AGRL1_HUMAN,curated,PMID:29100073;PMID:31354411,True,JCranley,,,,,,CellPhoneDBcore4.1,FLRT2-ADGRL1,Signaling by Fibronectin,Ligand-Receptor,
,,,,O43155,Q9HAR2,FLRT2_HUMAN,AGRL3_HUMAN,curated,PMID:29100073;PMID:31354411,True,JCranley,,,,,,CellPhoneDBcore4.1,FLRT2-ADGRL3,Signaling by Fibronectin,Ligand-Receptor,
,,,,Q9NZU0,O95490,FLRT3_HUMAN,AGRL2_HUMAN,curated,PMID:29100073;PMID:31354411,True,JCranley,,,,,,CellPhoneDBcore4.1,FLRT3-ADGRL2,Signaling by Fibronectin,Ligand-Receptor,
,,,,Q9NZU0,Q9HAR2,FLRT3_HUMAN,AGRL3_HUMAN,curated,PMID:29100073;PMID:31354411,True,JCranley,,,,,,CellPhoneDBcore4.1,FLRT3-ADGRL3,Signaling by Fibronectin,Ligand-Receptor,
,,,,O00182,BCR_CD45_CD22,LEG9_HUMAN,,curated,PMID:30120235,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,LGALS9-BCR+CD22+PTPRC,Signaling by Galectin,Ligand-Receptor,
,,,,O00182,Q8TDQ0,LEG9_HUMAN,HAVR2_HUMAN,curated,PMID:27192565;Uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,LGALS9-HAVCR2,Signaling by Galectin,Ligand-Receptor,
,,,,O00182,P07237,LEG9_HUMAN,PDIA1_HUMAN,curated,PMID:21670307;uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,LGALS9-P4HB,Signaling by Galectin,Ligand-Receptor,
,,,,P27539,ACVR_1B2B_receptor,GDF1_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF1-ACVR1B+ACVR2B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,P55107,ACVR_1B2B_receptor,GDF10_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF10-ACVR1B+ACVR2B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,O95390,ACVR_1B2A_receptor,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF11-ACVR1B+ACVR2A,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,O95390,ACVR_1B2B_receptor,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF11-ACVR1B+ACVR2B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,O95390,TGFR_AVR2A,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF11-ACVR2A+TGFBR1,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,O95390,TGFR_AVR2B,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF11-ACVR2B+TGFBR1,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q9NR23,ACVR_1B2B_receptor,GDF3_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF3-ACVR1B+ACVR2B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,P43026,BMR1A_ACR2A,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF5-ACVR2A+BMPR1A,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,P43026,BMR1B_AVR2A,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF5-ACVR2A+BMPR1B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,P43026,BMR1A_AVR2B,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF5-ACVR2B+BMPR1A,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,P43026,BMR1B_AVR2B,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF5-ACVR2B+BMPR1B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q6KF10,BMR1A_ACR2A,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF6-ACVR2A+BMPR1A,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q6KF10,BMR1B_AVR2A,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF6-ACVR2A+BMPR1B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q6KF10,BMR1B_AVR2B,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF6-ACVR2B+BMPR1B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q7Z4P5,BMR1A_ACR2A,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF7-ACVR2A+BMPR1A,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q7Z4P5,BMR1B_AVR2A,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF7-ACVR2A+BMPR1B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q7Z4P5,BMR1A_AVR2B,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF7-ACVR2B+BMPR1A,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,Q7Z4P5,BMR1B_AVR2B,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,GDF7-ACVR2B+BMPR1B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,O14793,ACVR_1B2B_receptor,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,MSTN-ACVR1B+ACVR2B,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,O14793,TGFR_AVR2A,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,MSTN-ACVR2A+TGFBR1,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,O14793,TGFR_AVR2B,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,MSTN-ACVR2B+TGFBR1,Signaling by Growth differentiation factor,Ligand-Receptor,
,,,,HLAC,P43626,HLAC,KI2L1_HUMAN,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-C-KIR2DL1,Signaling by HLA,Ligand-Receptor,
