Ligands HGNC,Receptors HGNC,Supports,id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
,,,,HLAC,P43628,HLAC,KI2L3_HUMAN,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-C-KIR2DL3,Signaling by HLA,Ligand-Receptor,
,,,,P13747,P26715,HLAE_HUMAN,NKG2A_HUMAN,curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-E-KLRC1,Signaling by HLA,Ligand-Receptor,
,,,,P13747,CD94:NKG2A,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-E-KLRC1+KLRD1,Signaling by HLA,Ligand-Receptor,
,,,,P13747,P26717,HLAE_HUMAN,NKG2C_HUMAN,curated,activating_interaction._uniprot_&_PMID:26697006,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-E-KLRC2,Signaling by HLA,Ligand-Receptor,
,,,,P13747,CD94:NKG2C,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-E-KLRC2+KLRD1,Signaling by HLA,Ligand-Receptor,
,,,,P13747,CD94:NKG2E,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-E-KLRC3+KLRD1,Signaling by HLA,Ligand-Receptor,
,,,,P13747,P26718,HLAE_HUMAN,NKG2D_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-E-KLRK1,Signaling by HLA,Ligand-Receptor,
,,,,P30511,P43629,HLAF_HUMAN,KI3L1_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-F-KIR3DL1,Signaling by HLA,Ligand-Receptor,
,,,,P30511,P43630,HLAF_HUMAN,KI3L2_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-F-KIR3DL2,Signaling by HLA,Ligand-Receptor,
,,,,P30511,Q14943,HLAF_HUMAN,KI3S1_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-F-KIR3DS1,Signaling by HLA,Ligand-Receptor,
,,,,P30511,Q8NHL6,HLAF_HUMAN,LIRB1_HUMAN,curated,PMID:11169396,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-F-LILRB1,Signaling by HLA,Ligand-Receptor,
,,,,P30511,Q8N423,HLAF_HUMAN,LIRB2_HUMAN,curated,PMID:11169396,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-F-LILRB2,Signaling by HLA,Ligand-Receptor,
,,,,P17693,Q8NHL6,HLAG_HUMAN,LIRB1_HUMAN,curated,uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,HLA-G-LILRB1,Signaling by HLA,Ligand-Receptor,
,,,,Activin_ligand_ab,ACVR_1A2A_receptor,,,curated,less_common_binding;PMID:22710174;PMID:22991378_,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,INHBA+INHBB-ACVR1+ACVR2A,Signaling by Inhibin/Activin,Ligand-Receptor,
,,,,Activin_ligand_ab,ACVR_1A2B_receptor,,,curated,less_common_binding;PMID:22710174;PMID:22991378_,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,INHBA+INHBB-ACVR1+ACVR2B,Signaling by Inhibin/Activin,Ligand-Receptor,
,,,,Activin_ligand_ab,ACVR_1B2A_receptor,,,curated,PMID:22710174;PMID:22991378,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,INHBA+INHBB-ACVR1B+ACVR2A,Signaling by Inhibin/Activin,Ligand-Receptor,
,,,,Activin_ligand_ab,ACVR_1B2B_receptor,,,curated,PMID:22710174;PMID:22991378,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,INHBA+INHBB-ACVR1B+ACVR2B,Signaling by Inhibin/Activin,Ligand-Receptor,
,,,,Activin_ligand_ab,ACVR_1C2A_receptor,,,curated,PMID:22710174;PMID:22991378,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,INHBA+INHBB-ACVR1C+ACVR2A,Signaling by Inhibin/Activin,Ligand-Receptor,
,,,,Activin_ligand_ab,ACVR_1C2B_receptor,,,curated,PMID:22710174;PMID:22991378,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,INHBA+INHBB-ACVR1C+ACVR2B,Signaling by Inhibin/Activin,Ligand-Receptor,
,,,,P17936,Q86XT9,IBP3_HUMAN,TM219_HUMAN,curated,reactome;uniprot;PMID:20353938,True,LGarciaAlonso,R-HSA-6800024,R-HSA-6800035,,,,CellPhoneDBcore<=4.1,IGFBP3-TMEM219,Signaling by Insulin-like growth factor,Ligand-Receptor,
,,,,P35225,Q14627,IL13_HUMAN,I13R2_HUMAN,curated,PMID:26471366,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,IL13-IL13RA2,Signaling by Interleukin,Ligand-Receptor,
,,,,Q8TD07,NKG2D_II_receptor,N2DL4_HUMAN,,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,RAET1E-HCST+KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,
,,,,Q6H3X3,NKG2D_II_receptor,RET1G_HUMAN,,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,RAET1G-HCST+KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,
,,,,Q9BZM6,NKG2D_II_receptor,N2DL1_HUMAN,,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ULBP1-HCST+KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,
,,,,Q9BZM5,NKG2D_II_receptor,N2DL2_HUMAN,,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ULBP2-HCST+KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,
,,,,Q9BZM4,NKG2D_II_receptor,N2DL3_HUMAN,,curated,Induces_NK_Cell_Activation;PMID:24223577;PDB:1kcg_partially,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ULBP3-HCST+KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,
,,,,O75610,P13385,LFTY1_HUMAN,TDGF1_HUMAN,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,LEFTY1-TDGF1,Signaling by Left-right determination factor,Ligand-Receptor,Inhibitory
,,,,O00292,P13385,LFTY2_HUMAN,TDGF1_HUMAN,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,LEFTY2-TDGF1,Signaling by Left-right determination factor,Ligand-Receptor,Inhibitory
,,,,Q6UVW9,D3W0D1,CLC2A_HUMAN,KLRF2_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CLEC2A-KLRF2,Signaling by Leptin,Ligand-Receptor,
,,,,Q92478,Q9NZS2,CLC2B_HUMAN,KLRF1_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CLEC2B-KLRF1,Signaling by Leptin,Ligand-Receptor,
,,,,Q9NT99,P23468,LRC4B_HUMAN,PTPRD_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRC4B-PTPRD,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,
,,,,Q9NT99,P10586,LRC4B_HUMAN,PTPRF_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRC4B-PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,
,,,,Q9NT99,Q13332,LRC4B_HUMAN,PTPRS_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRC4B-PTPRS,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,
,,,,Q9HCJ2,P10586,LRC4C_HUMAN,PTPRF_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRC4C-PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,
,,,,Q86UE6,Q9ULB1,LRRT1_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM1-NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86UE6,P58401,LRRT1_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM1-NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86UE6,Q9HDB5,LRRT1_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM1-NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,O43300,Q9ULB1,LRRT2_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM2-NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,O43300,P58401,LRRT2_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM2-NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,O43300,Q9HDB5,LRRT2_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM2-NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86VH5,Q9ULB1,LRRT3_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM3-NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86VH5,P58401,LRRT3_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM3-NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86VH5,Q9HDB5,LRRT3_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM3-NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86VH4,Q9ULB1,LRRT4_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM4-NRXN1,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86VH4,P58401,LRRT4_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM4-NRXN2,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86VH4,Q9HDB5,LRRT4_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM4-NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q86VH4,Q13332,LRRT4_HUMAN,PTPRS_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,LRRTM4-PTPRS,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,
,,,,Q9ULB1,Q14118,NRX1A_HUMAN,DAG1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NRXN1-DAG1,Signaling by Neurexin,Receptor-Receptor,
,,,,P58401,Q14118,NRX2B_HUMAN,DAG1_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NRXN2-DAG1,Signaling by Neurexin,Receptor-Receptor,
,,,,Q8N2Q7,Q9ULB1,NLGN1_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN1-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8N2Q7,P58401,NLGN1_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN1-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8N2Q7,Q9HDB5,NLGN1_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN1-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8NFZ4,Q9ULB1,NLGN2_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN2-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8NFZ4,P58401,NLGN2_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN2-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8NFZ4,Q9HDB5,NLGN2_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN2-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q9NZ94,Q9ULB1,NLGN3_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN3-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q9NZ94,P58401,NLGN3_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN3-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q9NZ94,Q9HDB5,NLGN3_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN3-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8N0W4,Q9ULB1,NLGNX_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4X-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8N0W4,P58401,NLGNX_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4X-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8N0W4,Q9HDB5,NLGNX_HUMAN,NRX3B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4X-NRXN3,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8NFZ3,Q9ULB1,NLGNY_HUMAN,NRX1A_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4Y-NRXN1,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q8NFZ3,P58401,NLGNY_HUMAN,NRX2B_HUMAN,curated,PMID:29100073,True,JCranley,,,,,,CellPhoneDBcore4.1,NLGN4Y-NRXN2,Signaling by Neuroligin,Ligand-Receptor,
,,,,Q12860,P46531,CNTN1_HUMAN,NOTC1_HUMAN,curated,uniprot;PMID:14567914,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,CNTN1-NOTCH1,Signaling by Notch,Ligand-Receptor,
,,,,Q12860,Q04721,CNTN1_HUMAN,NOTC2_HUMAN,curated,reactome;PMID:14567914,True,LGarciaAlonso,R-HSA-2220817,R-HSA-2220816,,,,CellPhoneDBcore<=4.1,CNTN1-NOTCH2,Signaling by Notch,Ligand-Receptor,
,,,,P80370,P46531,DLK1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH1,Signaling by Notch,Ligand-Receptor,
,,,,P80370,Q04721,DLK1_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH2,Signaling by Notch,Ligand-Receptor,
,,,,P80370,Q9UM47,DLK1_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH3,Signaling by Notch,Ligand-Receptor,
,,,,P80370,Q99466,DLK1_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLK1-NOTCH4,Signaling by Notch,Ligand-Receptor,
,,,,O00548,P46531,DLL1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH1,Signaling by Notch,Ligand-Receptor,
,,,,O00548,Q04721,DLL1_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH2,Signaling by Notch,Ligand-Receptor,
,,,,O00548,Q9UM47,DLL1_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH3,Signaling by Notch,Ligand-Receptor,
,,,,O00548,Q99466,DLL1_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL1-NOTCH4,Signaling by Notch,Ligand-Receptor,
,,,,Q9NYJ7,P46531,DLL3_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL3-NOTCH1,Signaling by Notch,Ligand-Receptor,
,,,,Q9NYJ7,Q04721,DLL3_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL3-NOTCH2,Signaling by Notch,Ligand-Receptor,
,,,,Q9NYJ7,Q9UM47,DLL3_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL3-NOTCH3,Signaling by Notch,Ligand-Receptor,
,,,,Q9NYJ7,Q99466,DLL3_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL3-NOTCH4,Signaling by Notch,Ligand-Receptor,
,,,,Q9NR61,P46531,DLL4_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL4-NOTCH1,Signaling by Notch,Ligand-Receptor,
,,,,Q9NR61,Q04721,DLL4_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL4-NOTCH2,Signaling by Notch,Ligand-Receptor,
,,,,Q9NR61,Q9UM47,DLL4_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL4-NOTCH3,Signaling by Notch,Ligand-Receptor,
,,,,Q9NR61,Q99466,DLL4_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DLL4-NOTCH4,Signaling by Notch,Ligand-Receptor,
,,,,P78504,P46531,JAG1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG1-NOTCH1,Signaling by Notch,Ligand-Receptor,
,,,,P78504,Q04721,JAG1_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG1-NOTCH2,Signaling by Notch,Ligand-Receptor,
,,,,P78504,Q9UM47,JAG1_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG1-NOTCH3,Signaling by Notch,Ligand-Receptor,
,,,,P78504,Q99466,JAG1_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG1-NOTCH4,Signaling by Notch,Ligand-Receptor,
,,,,Q9Y219,P46531,JAG2_HUMAN,NOTC1_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG2-NOTCH1,Signaling by Notch,Ligand-Receptor,
,,,,Q9Y219,Q04721,JAG2_HUMAN,NOTC2_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG2-NOTCH2,Signaling by Notch,Ligand-Receptor,
,,,,Q9Y219,Q9UM47,JAG2_HUMAN,NOTC3_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG2-NOTCH3,Signaling by Notch,Ligand-Receptor,
,,,,Q9Y219,Q99466,JAG2_HUMAN,NOTC4_HUMAN,curated,PMID:22353464,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,JAG2-NOTCH4,Signaling by Notch,Ligand-Receptor,
,,,,Q03405,integrin_a4b1_complex,UPAR_HUMAN,,curated,PMID:11053440,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,PLAUR-ITGA4+ITGB1,Signaling by Plasminogen Activator,Receptor-Receptor,
,,,,Q03405,integrin_aVb3_complex,UPAR_HUMAN,,curated,PMID:11053440;PMID:15863511,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,PLAUR-ITGAV+ITGB3,Signaling by Plasminogen Activator,Receptor-Receptor,
,,,,Q6X4U4,O75197,SOSD1_HUMAN,LRP5_HUMAN,curated,PMID:24532711,True,RVentoTormo,,,,,WNT antagonist,CellPhoneDBcore<=4.1,SOSTDC1-LRP5,Signaling by Sclerostin domain-containing protein,Ligand-Receptor,
,,,,Q6X4U4,O75581,SOSD1_HUMAN,LRP6_HUMAN,curated,PMID:24532711,True,RVentoTormo,,,,,WNT antagonist,CellPhoneDBcore<=4.1,SOSTDC1-LRP6,Signaling by Sclerostin domain-containing protein,Ligand-Receptor,
,,,,P16581,Q92896,LYAM2_HUMAN,GSLG1_HUMAN,curated,PMID:11404363,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SELE-GLG1,Signaling by Selectin,Ligand-Receptor,
,,,,Q14242,P16581,SELPL_HUMAN,LYAM2_HUMAN,curated,PMC4571854,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SELPLG-SELE,Signaling by Selectin,Ligand-Receptor,
,,,,Q14242,P14151,SELPL_HUMAN,LYAM1_HUMAN,curated,PMC2431087;PMID:8892633;PMID:8896607,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SELPLG-SELL,Signaling by Selectin,Ligand-Receptor,
,,,,Q14242,P16109,SELPL_HUMAN,LYAM3_HUMAN,curated,PMID:19118202;PMID:9829984;PMID:12393589,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SELPLG-SELP,Signaling by Selectin,Ligand-Receptor,
,,,,Q14563,PlexinA1_complex3,SEM3A_HUMAN,,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA3A-NRP1+PLXNA1,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q14563,PlexinA2_complex1,SEM3A_HUMAN,,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA3A-NRP1+PLXNA2,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q14563,PlexinA3_complex1,SEM3A_HUMAN,,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA3A-NRP1+PLXNA3,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q14563,PlexinA4_complex1,SEM3A_HUMAN,,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA3A-NRP1+PLXNA4,Signaling by Semaphorin,Ligand-Receptor,
,,,,O15041,Q9Y4D7,SEM3E_HUMAN,PLXD1_HUMAN,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA3E-PLXND1,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q9H3S1,Q9Y4D7,SEM4A_HUMAN,PLXD1_HUMAN,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA4A-PLXND1,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q92854,P21854,SEM4D_HUMAN,CD72_HUMAN,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA4D-CD72,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q92854,O43157,SEM4D_HUMAN,PLXB1_HUMAN,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA4D-PLXNB1,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q92854,O15031,SEM4D_HUMAN,PLXB2_HUMAN,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA4D-PLXNB2,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q92854,P08575,SEM4D_HUMAN,PTPRC_HUMAN,curated,PMID:22325954,True,LGarciaAlonso,R-HSA-373689,R-HSA-373746,,,,CellPhoneDBcore<=4.1,SEMA4D-PTPRC,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q8NFY4,PlexinA1_complex1,SEM6D_HUMAN,,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA6D-KDR+PLXNA1,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q8NFY4,PlexinA1_complex2,SEM6D_HUMAN,,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA6D-PLXNA1+TREM2+TYROBP,Signaling by Semaphorin,Ligand-Receptor,
,,,,O75326,integrin_a1b1_complex,SEM7A_HUMAN,,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA7A-ITGA1+ITGB1,Signaling by Semaphorin,Ligand-Receptor,
,,,,O75326,O60486,SEM7A_HUMAN,PLXC1_HUMAN,curated,PMID:22325954,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,SEMA7A-PLXNC1,Signaling by Semaphorin,Ligand-Receptor,
,,,,Q96PX8,P23468,SLIK1_HUMAN,PTPRD_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,SLITRK1-PTPRD,Signaling by SLIT and NTRK-like protein,Ligand-Receptor,
,,,,Q96PX8,Q13332,SLIK1_HUMAN,PTPRS_HUMAN,curated,PMID:29100073;PMID:34966732,True,JCranley,,,,,,CellPhoneDBcore4.1,SLITRK1-PTPRS,Signaling by SLIT and NTRK-like protein,Ligand-Receptor,
