Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
Endothelial Cells,Efnb2,Ephb3,Cancer Cell,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,2,0.4,0.1911959,0.9559795,1.0,1.0,0.1221441623437,0.8967524474022993,1.221441623437,0.7764955497329062
Cancer Cell,Efnb2,Ephb4,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.1032475525977007,0.2235044502670938,1,0.2,0.07355315999999999,0.3677658,0.1032475525977007,0.2235044502670938,0.005410067345985599,0.01066005711741497,0.13525168364964,0.0499542392891958
Cancer Cell,Efnb2,Ephb4,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.1032475525977007,0.2235044502670938,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,0.04698892139388,0.0925874954802857,0.4698892139388,0.173550210977898
Endothelial Cells,Efnb2,Ephb4,Cancer Cell,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,1,0.2,0.07355315999999999,0.3677658,0.1032475525977007,0.2235044502670938,0.04698892139388,0.0925874954802857,0.4698892139388,0.173550210977898
Endothelial Cells,Efnb2,Ephb4,Endothelial Cells,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,0.4081203786490001,0.8041649519220136,1.632481514596,0.6029453387550082
Cancer Cell,Efnb2,Pecam1,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.1032475525977007,0.2235044502670938,2,1.0,2.4948925,4.989785,1.0,1.0,0.1835072272353,0.1032475525977007,1.835072272353,0.2235044502670938
Endothelial Cells,Efnb2,Pecam1,Endothelial Cells,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,2,1.0,2.4948925,4.989785,1.0,1.0,1.5938446093775,0.8967524474022993,6.375378437510001,0.7764955497329062
Cancer Cell,Efnb2,Rhbdl2,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.1032475525977007,0.2235044502670938,1,0.5,0.638843,1.277686,1.0,1.0,0.04698892139388,0.1032475525977007,0.4698892139388,0.2235044502670938
Endothelial Cells,Efnb2,Rhbdl2,Endothelial Cells,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,1,0.5,0.638843,1.277686,1.0,1.0,0.4081203786490001,0.8967524474022993,1.632481514596,0.7764955497329062
Cancer Cell,Ecm1,Itgb4,Cancer Cell,3,0.6,0.58533538,2.9266769,0.4781454970639163,0.6961047296844904,2,0.4,0.17925234,0.8962616999999999,1.0,1.0,0.1049227365497892,0.4781454970639163,2.62306841374473,0.6961047296844904
Endothelial Cells,Ecm1,Itgb4,Cancer Cell,1,0.5,0.638843,1.277686,0.5218545029360835,0.3038952703155097,2,0.4,0.17925234,0.8962616999999999,1.0,1.0,0.11451410264262,0.5218545029360835,1.1451410264262,0.3038952703155097
Cancer Cell,Efna1,Epha1,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.1504963218887793,0.3069488053923852,1,0.2,0.11764274,0.5882137,1.0,1.0,0.0086529952780584,0.1504963218887793,0.21632488195146,0.3069488053923852
Endothelial Cells,Efna1,Epha1,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.8495036781112207,0.6930511946076149,1,0.2,0.11764274,0.5882137,1.0,1.0,0.04884339512843399,0.8495036781112207,0.4884339512843399,0.6930511946076149
Cancer Cell,Efna1,Epha4,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.1504963218887793,0.3069488053923852,1,0.2,0.28716327776589,1.43581638882945,1.0,1.0,0.02112176651563895,0.1504963218887793,0.5280441628909737,0.3069488053923852
Endothelial Cells,Efna1,Epha4,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.8495036781112207,0.6930511946076149,1,0.2,0.28716327776589,1.43581638882945,1.0,1.0,0.119225627032281,0.8495036781112207,1.19225627032281,0.6930511946076149
Cancer Cell,Efnb1,Erbb2,Cancer Cell,2,0.4,0.2474161,1.2370805,1.0,1.0,2,0.4,0.2946951,1.4734755,1.0,1.0,0.07291231233111001,1.0,1.82280780827775,1.0
Cancer Cell,Efnb1,Epha4,Cancer Cell,2,0.4,0.2474161,1.2370805,1.0,1.0,1,0.2,0.28716327776589,1.43581638882945,1.0,1.0,0.07104881824805322,1.0,1.77622045620133,1.0
Cancer Cell,Efnb1,Ephb3,Cancer Cell,2,0.4,0.2474161,1.2370805,1.0,1.0,2,0.4,0.1911959,0.9559795,1.0,1.0,0.04730494391399,1.0,1.18262359784975,1.0
Cancer Cell,Efnb1,Ephb4,Cancer Cell,2,0.4,0.2474161,1.2370805,1.0,1.0,1,0.2,0.07355315999999999,0.3677658,0.1032475525977007,0.2235044502670938,0.018198235989876,0.1032475525977007,0.4549558997469,0.2235044502670938
Cancer Cell,Efnb1,Ephb4,Endothelial Cells,2,0.4,0.2474161,1.2370805,1.0,1.0,1,0.5,0.638843,1.277686,0.8967524474022993,0.7764955497329062,0.1580600435723,0.8967524474022993,1.580600435723,0.7764955497329062
Cancer Cell,Tgm2,Itgb1,Cancer Cell,1,0.2,0.16947482,0.8473741,0.09069421414770021,0.159860728638193,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.1784697028504928,0.05174044193652713,4.46174257126232,0.1228613349311278
Cancer Cell,Tgm2,Itgb1,Endothelial Cells,1,0.2,0.16947482,0.8473741,0.09069421414770021,0.159860728638193,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.13436429785355,0.03895377221117307,1.3436429785355,0.03699939370706525
Endothelial Cells,Tgm2,Itgb1,Cancer Cell,1,0.5,0.644167,1.288334,0.344725073877533,0.2430496895873473,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.6783561892916801,0.1966633465722334,6.783561892916801,0.1867964044182606
Endothelial Cells,Tgm2,Itgb1,Endothelial Cells,1,0.5,0.644167,1.288334,0.344725073877533,0.2430496895873473,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.5107133121925,0.1480617273052995,2.04285324877,0.05625328516908672
Neutrophils,Tgm2,Itgb1,Cancer Cell,1,0.3333333333333333,1.054998,3.164994,0.5645807119747668,0.5970895817744596,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,1.11099206104992,0.3220895160835826,16.6648809157488,0.4588945872773428
Neutrophils,Tgm2,Itgb1,Endothelial Cells,1,0.3333333333333333,1.054998,3.164994,0.5645807119747668,0.5970895817744596,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.836431426845,0.2424911958911842,5.018588561070001,0.1381949944971168
Cancer Cell,Tgm2,Sdc4,Cancer Cell,1,0.2,0.16947482,0.8473741,0.09069421414770021,0.159860728638193,5,1.0,1.979405,9.897025,0.826615722922985,0.922593664227764,0.3354593060821,0.07496926339263323,8.3864826520525,0.1474864954004308
Cancer Cell,Tgm2,Sdc4,Endothelial Cells,1,0.2,0.16947482,0.8473741,0.09069421414770021,0.159860728638193,1,0.5,0.4151840999999999,0.8303681999999999,0.173384277077015,0.07740633577223588,0.070363250614362,0.01572495075506699,0.7036325061436199,0.01237423323776225
Endothelial Cells,Tgm2,Sdc4,Cancer Cell,1,0.5,0.644167,1.288334,0.344725073877533,0.2430496895873473,5,1.0,1.979405,9.897025,0.826615722922985,0.922593664227764,1.275067380635,0.2849551661529564,12.75067380635,0.2242361037058114
Endothelial Cells,Tgm2,Sdc4,Endothelial Cells,1,0.5,0.644167,1.288334,0.344725073877533,0.2430496895873473,1,0.5,0.4151840999999999,0.8303681999999999,0.173384277077015,0.07740633577223588,0.2674478961447,0.05976990772457665,1.0697915845788,0.01881358588153591
Neutrophils,Tgm2,Sdc4,Cancer Cell,1,0.3333333333333333,1.054998,3.164994,0.5645807119747668,0.5970895817744596,5,1.0,1.979405,9.897025,0.826615722922985,0.922593664227764,2.08826831619,0.4666912933773954,31.32402474285,0.5508710651215218
Neutrophils,Tgm2,Sdc4,Endothelial Cells,1,0.3333333333333333,1.054998,3.164994,0.5645807119747668,0.5970895817744596,1,0.5,0.4151840999999999,0.8303681999999999,0.173384277077015,0.07740633577223588,0.4380183951318,0.09788941859737137,2.6281103707908,0.04621851665293771
Cancer Cell,Efna3,Epha1,Cancer Cell,2,0.4,0.1911959,0.9559795,1.0,1.0,1,0.2,0.11764274,0.5882137,1.0,1.0,0.022492809552766,1.0,0.5623202388191499,1.0
Cancer Cell,Efna3,Epha4,Cancer Cell,2,0.4,0.1911959,0.9559795,1.0,1.0,1,0.2,0.28716327776589,1.43581638882945,1.0,1.0,0.05490444133939933,1.0,1.372611033484983,1.0
Neutrophils,Mmp9,Cd44,Cancer Cell,3,1.0,2.026305666666667,6.078917,1.0,1.0,3,0.6,0.51319096,2.5659548,0.3638429170291098,0.4880278720175903,1.039881750330107,0.3638429170291098,15.5982262549516,0.4880278720175903
Neutrophils,Mmp9,Cd44,Neutrophils,3,1.0,2.026305666666667,6.078917,1.0,1.0,1,0.3333333333333333,0.8972830000000002,2.691849,0.6361570829708902,0.5119721279824098,1.818169627503667,0.6361570829708902,16.363526647533,0.5119721279824098
Neutrophils,Mmp9,Lrp1,Cancer Cell,3,1.0,2.026305666666667,6.078917,1.0,1.0,2,0.4,0.19375896,0.9687948,1.0,1.0,0.3926148786154399,1.0,5.8892231792316,1.0
Cancer Cell,Efna4,Epha1,Cancer Cell,1,0.2,0.11764274,0.5882137,1.0,1.0,1,0.2,0.11764274,0.5882137,1.0,1.0,0.0138398142747076,1.0,0.34599535686769,1.0
Cancer Cell,Efna4,Epha4,Cancer Cell,1,0.2,0.11764274,0.5882137,1.0,1.0,1,0.2,0.28716327776589,1.43581638882945,1.0,1.0,0.03378267482376038,1.0,0.8445668705940094,1.0
Cancer Cell,Vegfc,Nrp2,Cancer Cell,2,0.4,0.43965074,2.1982537,1.0,1.0,2,0.4,0.5668259768583256,2.834129884291628,0.3821139694781738,0.6072352919652916,0.2492054601769857,0.3821139694781738,6.230136504424642,0.6072352919652916
Cancer Cell,Vegfc,Nrp2,Endothelial Cells,2,0.4,0.43965074,2.1982537,1.0,1.0,1,0.5,0.916569088840005,1.83313817768001,0.6178860305218261,0.3927647080347085,0.4029702781696339,0.6178860305218261,4.029702781696339,0.3927647080347085
Cancer Cell,Vegfc,Kdr,Endothelial Cells,2,0.4,0.43965074,2.1982537,1.0,1.0,2,1.0,1.649669,3.299338,1.0,1.0,0.7252781966050599,1.0,7.252781966050599,1.0
Cancer Cell,Lama5,Bcam,Cancer Cell,1,0.2,0.17796638,0.8898318999999999,1.0,1.0,2,0.4,0.23290948,1.1645474,1.0,1.0,0.0414500570232824,1.0,1.03625142558206,1.0
Cancer Cell,Lgals3bp,Itgb1,Cancer Cell,2,0.4,0.40917854,2.0458927,1.0,1.0,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.4308957073776415,0.5704933045923432,10.77239268444104,0.7685523266267312
Cancer Cell,Lgals3bp,Itgb1,Endothelial Cells,2,0.4,0.40917854,2.0458927,1.0,1.0,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.32440799892185,0.4295066954076568,3.2440799892185,0.2314476733732687
Cancer Cell,Nampt,Insr,Endothelial Cells,3,0.6,0.3859560399999999,1.9297802,0.3746698452643094,0.5996618143632069,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.160242811106964,0.3746698452643094,1.602428111069639,0.5996618143632069
Endothelial Cells,Nampt,Insr,Endothelial Cells,1,0.5,0.644167,1.288334,0.6253301547356908,0.4003381856367932,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.2674478961447,0.6253301547356908,1.0697915845788,0.4003381856367932
Cancer Cell,Mfge8,Pdgfrb,Cancer Cell,5,1.0,1.78485882,8.924294100000001,0.5539851267965235,0.7564061672668289,1,0.2,0.1202058,0.601029,0.2142896362029566,0.3125050045183652,0.214550382345156,0.1187132712830758,5.3637595586289,0.2363807127194396
Cancer Cell,Mfge8,Pdgfrb,Neutrophils,5,1.0,1.78485882,8.924294100000001,0.5539851267965235,0.7564061672668289,1,0.3333333333333333,0.4407443333333333,1.322233,0.7857103637970434,0.6874949954816348,0.7866664107150201,0.4352718555134477,11.7999961607253,0.5200254545473892
Endothelial Cells,Mfge8,Pdgfrb,Cancer Cell,2,1.0,1.4369945,2.873989,0.4460148732034765,0.2435938327331711,1,0.2,0.1202058,0.601029,0.2142896362029566,0.3125050045183652,0.1727350734681,0.09557636491988081,1.727350734681,0.07612429179892553
Endothelial Cells,Mfge8,Pdgfrb,Neutrophils,2,1.0,1.4369945,2.873989,0.4460148732034765,0.2435938327331711,1,0.3333333333333333,0.4407443333333333,1.322233,0.7857103637970434,0.6874949954816348,0.6333471829061667,0.3504385082835957,3.800083097437,0.1674695409342456
Cancer Cell,Mfge8,Itgav,Cancer Cell,5,1.0,1.78485882,8.924294100000001,0.5539851267965235,0.7564061672668289,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.214550382345156,0.06822035646396331,5.3637595586289,0.165099163390282
Cancer Cell,Mfge8,Itgav,Endothelial Cells,5,1.0,1.78485882,8.924294100000001,0.5539851267965235,0.7564061672668289,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.741045002808762,0.2356292899358416,7.410450028087619,0.2280973049984183
Cancer Cell,Mfge8,Itgav,Neutrophils,5,1.0,1.78485882,8.924294100000001,0.5539851267965235,0.7564061672668289,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.7866664107150201,0.2501354803967185,11.7999961607253,0.3632096988781285
Endothelial Cells,Mfge8,Itgav,Cancer Cell,2,1.0,1.4369945,2.873989,0.4460148732034765,0.2435938327331711,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.1727350734681,0.05492438725588095,1.727350734681,0.0531687071465824
Endothelial Cells,Mfge8,Itgav,Endothelial Cells,2,1.0,1.4369945,2.873989,0.4460148732034765,0.2435938327331711,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.5966172681874499,0.1897057570506947,2.386469072749799,0.07345669451829238
Endothelial Cells,Mfge8,Itgav,Neutrophils,2,1.0,1.4369945,2.873989,0.4460148732034765,0.2435938327331711,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.6333471829061667,0.2013847288969008,3.800083097437,0.1169684310682963
Cancer Cell,Spon1,App,Cancer Cell,1,0.2,0.2448906,1.224453,1.0,1.0,5,1.0,0.8076021000000001,4.0380105,0.269590578899754,0.4463479892534098,0.19777416283026,0.269590578899754,4.944354070756501,0.4463479892534098
Cancer Cell,Spon1,App,Endothelial Cells,1,0.2,0.2448906,1.224453,1.0,1.0,2,1.0,1.555412,3.110824,0.5192215591163323,0.3438599372936869,0.3809057779272,0.5192215591163323,3.809057779272,0.3438599372936869
Cancer Cell,Spon1,App,Neutrophils,1,0.2,0.2448906,1.224453,1.0,1.0,1,0.3333333333333333,0.6326473333333333,1.897942,0.2111878619839138,0.2097920734529034,0.1549293850484,0.2111878619839138,2.323940775726,0.2097920734529034
Endothelial Cells,Pltp,Abca1,Endothelial Cells,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,1,0.5,0.644167,1.288334,1.0,1.0,0.2674478961447,1.0,1.0697915845788,1.0
Endothelial Cells,Tfpi,Lrp1,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,2,0.4,0.19375896,0.9687948,1.0,1.0,0.08044563942453598,1.0,0.8044563942453599,1.0
Neutrophils,Postn,Ptk7,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,2,0.4,0.24485304,1.2242652,1.0,1.0,0.10791758987944,1.0,1.6187638481916,1.0
Cancer Cell,Psen1,Notch3,Cancer Cell,1,0.2,0.10569918,0.5284959,1.0,1.0,2,0.4,0.3124028799999999,1.5620144,1.0,1.0,0.0330207282456384,1.0,0.8255182061409599,1.0
Cancer Cell,Psen1,Notch2,Cancer Cell,1,0.2,0.10569918,0.5284959,1.0,1.0,5,1.0,1.1443109,5.7215545,0.7219375551939231,0.8122838032805504,0.120952723795062,0.7219375551939231,3.02381809487655,0.8122838032805504
Cancer Cell,Psen1,Notch2,Neutrophils,1,0.2,0.10569918,0.5284959,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.2780624448060769,0.1877161967194496,0.04658631462298,0.2780624448060769,0.6987947193447,0.1877161967194496
Cancer Cell,Psen1,Notch1,Cancer Cell,1,0.2,0.10569918,0.5284959,1.0,1.0,1,0.2,0.11764274,0.5882137,0.2106831365162572,0.3078932796188451,0.0124347411509532,0.2106831365162572,0.31086852877383,0.3078932796188451
Cancer Cell,Psen1,Notch1,Neutrophils,1,0.2,0.10569918,0.5284959,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.7893168634837427,0.6921067203811548,0.04658631462298,0.7893168634837427,0.6987947193447,0.6921067203811548
Cancer Cell,Psen1,Ncstn,Endothelial Cells,1,0.2,0.10569918,0.5284959,1.0,1.0,1,0.5,0.4151841060401,0.8303682120802001,1.0,1.0,0.04388461955747162,1.0,0.4388461955747162,1.0
Cancer Cell,Sirpa,Cd47,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.06623207048213477,0.1200462994849411,3,0.6,0.8608319999999999,4.30416,0.3092652540757211,0.4565333120631791,0.06331691382911998,0.02048327810561848,1.582922845728,0.05480513470478845
Cancer Cell,Sirpa,Cd47,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.06623207048213477,0.1200462994849411,1,0.5,0.644167,1.288334,0.2314254940826957,0.1366509116909232,0.04738051841772,0.01532778963544796,0.4738051841772,0.0164044362697388
Cancer Cell,Sirpa,Cd47,Neutrophils,1,0.2,0.07355315999999999,0.3677658,0.06623207048213477,0.1200462994849411,2,0.6666666666666666,1.278475666666667,3.835427,0.4593092518415832,0.4068157762458977,0.09403592526644,0.03042100274106832,1.4105388789966,0.0488367285104138
Endothelial Cells,Sirpa,Cd47,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.3738588875618897,0.2710492101766163,3,0.6,0.8608319999999999,4.30416,0.3092652540757211,0.4565333120631791,0.3574037591711999,0.1156215638502943,3.574037591711999,0.1237429936540394
Endothelial Cells,Sirpa,Cd47,Endothelial Cells,1,0.5,0.4151840999999999,0.8303681999999999,0.3738588875618897,0.2710492101766163,1,0.5,0.644167,1.288334,0.2314254940826957,0.1366509116909232,0.2674478961447,0.08652047777121731,1.0697915845788,0.03703912168373926
Endothelial Cells,Sirpa,Cd47,Neutrophils,1,0.5,0.4151840999999999,0.8303681999999999,0.3738588875618897,0.2710492101766163,2,0.6666666666666666,1.278475666666667,3.835427,0.4593092518415832,0.4068157762458977,0.5308027690368999,0.1717168459403781,3.1848166142214,0.1102670948388376
Neutrophils,Sirpa,Cd47,Cancer Cell,1,0.3333333333333333,0.6217996666666669,1.865399,0.5599090419559756,0.6089044903384426,3,0.6,0.8608319999999999,4.30416,0.3092652540757211,0.4565333120631791,0.5352650506560002,0.1731604121198084,8.028975759840002,0.2779851837043513
Neutrophils,Sirpa,Cd47,Endothelial Cells,1,0.3333333333333333,0.6217996666666669,1.865399,0.5599090419559756,0.6089044903384426,1,0.5,0.644167,1.288334,0.2314254940826957,0.1366509116909232,0.4005428258776668,0.1295772266760304,2.403256955266001,0.0832073537374451
Neutrophils,Sirpa,Cd47,Neutrophils,1,0.3333333333333333,0.6217996666666669,1.865399,0.5599090419559756,0.6089044903384426,2,0.6666666666666666,1.278475666666667,3.835427,0.4593092518415832,0.4068157762458977,0.7949557433747781,0.2571714031601368,7.154601690373002,0.2477119528966463
Cancer Cell,C1qa,Cd93,Endothelial Cells,2,0.4,0.26477368,1.3238684,1.0,1.0,2,1.0,1.649669,3.299338,1.0,1.0,0.43678893191192,1.0,4.367889319119199,1.0
Cancer Cell,Ltbp3,Itgb5,Cancer Cell,2,0.4,0.32249836,1.6124918,1.0,1.0,2,0.4,0.22334192,1.1167096,0.2642656846184621,0.3744697963045343,0.07202740291925121,0.2642656846184621,1.80068507298128,0.3744697963045343
Cancer Cell,Ltbp3,Itgb5,Neutrophils,2,0.4,0.32249836,1.6124918,1.0,1.0,1,0.3333333333333333,0.6217996666666669,1.865399,0.7357343153815379,0.6255302036954657,0.2005293727485467,0.7357343153815379,3.007940591228201,0.6255302036954657
Cancer Cell,Ptdss1,Jmjd6,Cancer Cell,1,0.2,0.1744893,0.8724465,1.0,1.0,3,0.6,0.4013083,2.0065415,1.0,1.0,0.07002400435119001,1.0,1.75060010877975,1.0
Cancer Cell,Ptdss1,Scarb1,Cancer Cell,1,0.2,0.1744893,0.8724465,1.0,1.0,3,0.6,0.40387136,2.0193568,0.1754923626816971,0.3473064598766807,0.070471230896448,0.1754923626816971,1.7617807724112,0.3473064598766807
Cancer Cell,Ptdss1,Scarb1,Endothelial Cells,1,0.2,0.1744893,0.8724465,1.0,1.0,2,1.0,1.8974901,3.794980199999999,0.8245076373183028,0.6526935401233193,0.33109171930593,0.8245076373183028,3.3109171930593,0.6526935401233193
Cancer Cell,Vasp,Cxcr2,Cancer Cell,3,0.6,0.74263232,3.7131616,0.2058250887380434,0.3257416291246697,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.1729661071018489,0.02982571542564211,4.324152677546222,0.07174046729115216
Cancer Cell,Vasp,Cxcr2,Neutrophils,3,0.6,0.74263232,3.7131616,0.2058250887380434,0.3257416291246697,2,0.6666666666666666,1.374381866229717,4.123145598689151,0.8550919345716802,0.7797626680877953,1.020660393884104,0.1759993733124013,15.30990590826157,0.2540011618335175
Endothelial Cells,Vasp,Cxcr2,Cancer Cell,1,0.5,0.9103885,1.820777,0.2523197398661484,0.1597298825488039,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.2120381116664725,0.03656316537338045,2.120381116664726,0.03517848315919839
Endothelial Cells,Vasp,Cxcr2,Neutrophils,1,0.5,0.9103885,1.820777,0.2523197398661484,0.1597298825488039,2,0.6666666666666666,1.374381866229717,4.123145598689151,0.8550919345716802,0.7797626680877953,1.251221445624073,0.2157565744927679,7.507328673744436,0.1245513993896055
Neutrophils,Vasp,Cxcr2,Cancer Cell,2,0.6666666666666666,1.955054,5.865162,0.5418551713958083,0.5145284883265263,2,0.4,0.2329094794875732,1.164547397437866,0.1449080654283197,0.2202373319122047,0.4553506095100979,0.0785191846292972,6.830259142651468,0.1133183814618541
Neutrophils,Vasp,Cxcr2,Neutrophils,2,0.6666666666666666,1.955054,5.865162,0.5418551713958083,0.5145284883265263,2,0.6666666666666666,1.374381866229717,4.123145598689151,0.8550919345716802,0.7797626680877953,2.686990765099873,0.4633359867665111,24.18291688589886,0.4012101068646722
Endothelial Cells,Col18a1,Gpc1,Cancer Cell,1,0.5,1.005502,2.011004,0.695249472254496,0.6033186359085778,2,0.4,0.2474161037309284,1.237080518654642,1.0,1.0,0.248777387133656,0.695249472254496,2.48777387133656,0.6033186359085778
Neutrophils,Col18a1,Gpc1,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,0.3047505277455039,0.3966813640914223,2,0.4,0.2474161037309284,1.237080518654642,1.0,1.0,0.1090472456948189,0.3047505277455039,1.635708685422283,0.3966813640914223
Endothelial Cells,Col18a1,Itga5,Cancer Cell,1,0.5,1.005502,2.011004,0.695249472254496,0.6033186359085778,1,0.2,0.11764274,0.5882137,0.1555121713199775,0.3152440080246542,0.11829001035548,0.1081197550393651,1.1829001035548,0.1901925848997872
Endothelial Cells,Col18a1,Itga5,Endothelial Cells,1,0.5,1.005502,2.011004,0.695249472254496,0.6033186359085778,1,0.5,0.638843,1.277686,0.8444878286800225,0.6847559919753458,0.642357914186,0.5871297172151309,2.569431656744,0.4131260510087907
Neutrophils,Col18a1,Itga5,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,0.3047505277455039,0.3966813640914223,1,0.2,0.11764274,0.5882137,0.1555121713199775,0.3152440080246542,0.05185037101280666,0.04739241628061238,0.7777555651921,0.1250514231248671
Neutrophils,Col18a1,Itga5,Endothelial Cells,1,0.3333333333333333,0.4407443333333333,1.322233,0.3047505277455039,0.3966813640914223,1,0.5,0.638843,1.277686,0.8444878286800225,0.6847559919753458,0.2815664321396667,0.2573581114648916,1.689398592838,0.2716299409665552
Endothelial Cells,Col18a1,Itgb1,Cancer Cell,1,0.5,1.005502,2.011004,0.695249472254496,0.6033186359085778,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,1.05886905887008,0.39663516894255,10.5886905887008,0.4636819413248032
Endothelial Cells,Col18a1,Itgb1,Endothelial Cells,1,0.5,1.005502,2.011004,0.695249472254496,0.6033186359085778,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.7971896369049999,0.2986143033119459,3.18875854762,0.1396366945837746
Neutrophils,Col18a1,Itgb1,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,0.3047505277455039,0.3966813640914223,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.4641368564547733,0.1738581356497931,6.9620528468216,0.3048703853019281
Neutrophils,Col18a1,Itgb1,Endothelial Cells,1,0.3333333333333333,0.4407443333333333,1.322233,0.3047505277455039,0.3966813640914223,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.3494342279358333,0.1308923920957108,2.096605367615,0.09181097878949421
Endothelial Cells,Col18a1,Kdr,Endothelial Cells,1,0.5,1.005502,2.011004,0.695249472254496,0.6033186359085778,2,1.0,1.649669,3.299338,1.0,1.0,1.658745478838,0.695249472254496,6.634981915351998,0.6033186359085778
Neutrophils,Col18a1,Kdr,Endothelial Cells,1,0.3333333333333333,0.4407443333333333,1.322233,0.3047505277455039,0.3966813640914223,2,1.0,1.649669,3.299338,1.0,1.0,0.7270822636256666,0.3047505277455039,4.362493581753999,0.3966813640914223
Endothelial Cells,Csf3,Csf3r,Neutrophils,1,0.5,0.9103885,1.820777,1.0,1.0,3,1.0,2.462455333333333,7.387366,1.0,1.0,2.241791017230333,1.0,13.450746103382,1.0
Cancer Cell,Clcf1,Lifr,Cancer Cell,2,0.4,0.2474161,1.2370805,1.0,1.0,2,0.4,0.2896806200000001,1.4484031,1.0,1.0,0.07167164924598202,1.0,1.79179123114955,1.0
Cancer Cell,Dsc2,Dsg2,Cancer Cell,1,0.2,0.11764274,0.5882137,1.0,1.0,2,0.4,0.31844376,1.5922188,1.0,1.0,0.03746259646230239,1.0,0.9365649115575598,1.0
Cancer Cell,Fam3c,Lifr,Cancer Cell,1,0.2,0.1272103,0.6360515,0.2345346854613543,0.4337445139341759,2,0.4,0.2896806200000001,1.4484031,1.0,1.0,0.036850358574386,0.2345346854613543,0.92125896435965,0.4337445139341759
Endothelial Cells,Fam3c,Lifr,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.7654653145386456,0.5662554860658241,2,0.4,0.2896806200000001,1.4484031,1.0,1.0,0.120270787502142,0.7654653145386456,1.20270787502142,0.5662554860658241
Endothelial Cells,Dll4,Notch3,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,2,0.4,0.3124028799999999,1.5620144,1.0,1.0,0.129704708570208,1.0,1.29704708570208,1.0
